space_time_arc, arc_flow
(602_603_24_27),3.999985
(603_57_25_26),4.000000
(603_601_21_24),4.000000
(603_601_22_25),4.000000
(603_601_27_30),3.999985
(603_601_35_38),4.000000
(604_397_22_23),0.000000
(604_397_35_36),0.000000
(604_397_36_37),3.999627
(604_397_38_39),4.000000
(604_397_41_42),3.428401
(604_397_48_49),4.000000
(604_397_49_50),3.999914
(604_397_50_51),4.000000
(604_397_51_52),4.000000
(604_58_30_31),3.999627
(604_58_33_34),0.000000
(604_587_24_27),0.000000
(604_587_25_28),0.000000
(604_587_47_50),0.000000
(604_604_35_36),3.999627
(604_605_21_24),7.999948
(604_605_25_28),0.328996
(604_605_30_33),2.703568
(604_605_42_45),0.000000
(604_605_45_48),1.294558
(604_606_30_33),0.000000
(605_584_28_33),0.328996
(605_584_35_40),1.296432
(605_584_37_42),2.703568
(605_584_38_43),0.000000
(605_584_39_44),4.000000
(605_584_41_46),4.000000
(605_584_45_50),0.000000
(605_584_48_53),1.294558
(605_59_27_28),5.294937
(605_59_33_34),2.703568
(605_600_24_27),7.999948
(605_604_21_24),0.000000
(605_604_27_30),4.000000
(605_605_35_36),2.703568
(605_605_36_37),2.703568
(606_403_35_36),0.000000
(606_403_38_39),3.999853
(606_60_33_34),0.000000
(606_604_35_38),4.000000
(606_604_39_42),0.000000
(606_604_42_45),1.294558
(606_604_44_47),0.000000
(606_604_45_48),4.000000
(606_604_47_50),4.000000
(606_607_21_24),8.000000
(606_607_22_25),4.000000
(606_607_24_27),4.000000
(606_607_25_28),4.000000
(606_607_30_33),1.162924
(607_602_21_24),7.999934
(607_602_24_27),8.000000
(607_602_27_30),4.000000
(607_605_24_27),0.000000
(607_605_35_38),0.000000
(607_605_36_39),4.000000
(607_605_38_41),4.000000
(607_607_22_23),0.000000
(607_607_23_24),0.000000
(607_607_35_36),4.000000
(607_61_28_29),4.000000
(607_61_33_34),0.000000
(607_676_25_28),4.000000
(608_1062_35_36),0.571575
(608_592_27_30),0.000000
(608_592_36_39),0.000000
(608_592_37_40),0.571575
(608_592_38_41),0.000000
(608_592_40_43),0.000000
(608_592_43_46),0.000000
(608_592_44_47),0.000000
(608_592_46_49),4.000000
(608_608_35_36),0.000000
(608_608_39_40),5.472512
(608_609_21_24),0.000000
(608_609_22_25),2.703568
(608_609_24_27),3.999627
(608_609_29_32),4.000000
(608_609_35_38),3.428401
(608_609_38_41),0.042797
(608_609_40_43),5.472512
(608_62_30_31),3.428401
(608_62_31_32),0.571575
(608_62_33_34),0.000000
(609_399_22_23),0.328996
(609_399_24_25),1.162924
(609_399_25_26),2.703568
(609_399_27_28),3.999627
(609_399_35_36),4.000000
(609_399_38_39),3.428401
(609_400_35_38),0.000000
(609_400_39_42),0.000000
(609_400_41_44),0.042797
(609_400_42_45),0.000000
(609_400_43_46),3.957203
(609_400_44_47),0.000000
(609_400_45_48),3.994923
(609_400_47_50),3.999963
(609_63_32_33),4.000000
(609_63_33_34),0.643425
(61_607_34_35),4.000000
(61_61_29_30),4.000000
(61_61_30_31),4.000000
(61_61_31_32),4.000000
(61_61_32_33),4.000000
(61_61_33_34),4.000000
(610_537_22_23),0.000000
(610_537_35_36),0.000000
(610_537_36_37),3.295269
(610_537_41_42),4.000000
(610_537_42_43),4.000000
(610_537_44_45),4.000000
(610_610_35_36),3.295269
(610_611_21_24),4.000000
(610_611_24_27),0.000000
(610_611_29_32),6.977814
(610_611_30_33),0.000000
(610_611_35_38),0.704731
(610_611_38_41),0.000000
(610_64_31_32),0.704731
(610_64_32_33),3.295269
(610_64_33_34),0.000000
(610_679_27_30),4.000000
(610_679_28_31),0.000000
(611_403_21_23),7.658054
(611_403_22_24),4.000000
(611_403_24_26),4.000000
(611_403_27_29),0.000000
(611_403_35_37),3.999417
(611_403_38_40),0.704731
(611_609_36_39),0.000000
(611_609_39_42),0.000000
(611_609_41_44),0.000000
(611_609_42_45),3.994923
(611_609_44_47),3.999963
(611_611_35_36),0.000000
(611_65_32_33),3.999417
(611_65_33_34),0.000000
(612_440_21_23),3.999417
(612_440_22_24),4.432328
(612_440_24_26),3.428401
(612_440_25_27),0.571575
(612_440_27_29),1.685701
(612_440_30_32),5.472512
(612_440_35_37),0.826547
(612_440_37_39),0.000000
(612_440_38_40),0.000000
(612_440_40_42),5.012754
(612_66_31_32),0.826547
(612_66_33_34),3.173453
(613_591_22_25),1.143314
(613_591_25_28),3.999005
(613_591_27_30),0.000000
(613_591_29_32),0.095045
(613_591_30_33),1.685701
(613_591_35_38),0.000000
(613_591_38_41),0.826547
(613_591_41_44),0.000000
(613_608_21_24),3.999627
(613_608_24_27),0.000000
(613_608_26_29),4.000000
(613_608_27_30),3.428401
(613_608_28_31),1.907465
(613_608_30_33),0.000000
(613_608_35_38),0.042797
(613_608_36_39),3.957203
(613_608_37_40),0.000000
(613_608_40_43),4.000000
(613_608_41_44),0.000000
(613_608_43_46),5.012754
(613_613_35_36),3.957203
(613_67_31_32),0.000000
(613_67_32_33),0.000000
(613_67_33_34),4.000000
(614_439_22_24),1.158144
(614_439_24_26),0.095045
(614_439_25_27),0.704731
(614_439_26_28),5.315954
(614_439_27_29),0.526269
(614_439_28_30),3.319819
(614_439_30_32),1.354003
(614_439_35_37),4.000000
(614_439_36_38),0.000000
(614_439_38_40),4.000000
(614_614_35_36),0.000000
(614_68_31_32),4.000000
(614_68_32_33),0.000000
(614_68_33_34),0.000000
(615_610_21_24),0.000000
(615_610_24_27),4.000000
(615_610_26_29),6.977814
(615_610_27_30),0.000000
(615_610_28_31),0.704731
(615_610_29_32),6.018311
(615_610_30_33),0.526269
(615_610_35_38),2.645997
(615_610_38_41),4.000000
(615_610_39_42),4.000000
(615_610_41_44),4.000000
(615_613_22_24),0.000000
(615_613_28_30),0.000000
(615_69_32_33),2.645997
(615_69_33_34),1.354003
(616_433_23_26),0.000000
(616_433_26_29),0.781587
(616_599_21_24),4.000000
(616_599_22_25),4.000000
(616_599_24_27),0.000000
(617_595_30_33),0.781587
(617_612_21_24),3.428401
(617_612_35_38),0.000000
(617_617_35_36),3.999524
(617_71_30_31),3.999524
(617_71_33_34),0.000000
(618_434_21_24),7.234225
(618_616_21_23),0.000000
(618_616_24_26),0.781587
(619_614_22_25),0.704731
(619_614_23_26),5.315954
(619_619_22_23),3.295269
(619_73_32_33),4.000000
(62_608_34_35),3.999976
(62_62_31_32),3.428401
(62_62_32_33),3.999976
(62_62_33_34),3.999976
(620_598_21_23),3.999908
(620_598_22_24),4.000000
(620_598_25_27),0.000000
(620_616_22_24),0.000000
(621_620_24_25),0.000000
(622_540_30_32),3.999914
(622_622_35_36),4.000000
(622_76_32_33),4.000000
(622_76_33_34),0.000000
(623_681_21_24),7.999853
(623_681_22_25),2.841856
(623_681_24_27),2.705976
(623_681_26_29),1.294558
(623_681_27_30),0.000000
(623_681_29_32),2.935079
(623_681_30_33),1.064921
(623_681_35_38),4.000000
(623_77_31_32),4.000000
(624_623_21_24),2.703082
(624_623_23_26),1.294558
(624_623_24_27),0.000000
(624_623_26_29),2.935079
(624_623_27_30),5.064921
(624_623_28_31),4.000000
(625_622_21_24),0.000000
(625_622_35_38),4.000000
(625_79_33_34),4.000000
(627_486_21_23),3.994923
(627_486_22_24),6.551085
(629_479_21_23),4.000000
(63_609_34_35),4.000000
(63_63_33_34),4.000000
(64_610_34_35),4.000000
(64_64_32_33),0.704731
(64_64_33_34),4.000000
(65_611_34_35),3.999417
(65_65_33_34),3.999417
(66_612_34_35),4.000000
(66_66_32_33),0.826547
(66_66_33_34),0.826547
(67_613_34_35),4.000000
(67_67_32_33),0.000000
(67_67_33_34),0.000000
(675_129_32_33),3.999853
(675_129_33_34),2.841856
(675_606_35_38),3.999853
(675_606_36_39),0.000000
(675_606_41_44),1.158144
(675_606_42_45),4.000000
(675_606_44_47),8.147281
(675_675_35_36),0.000000
(676_130_28_29),4.000000
(676_607_35_38),4.000000
(677_675_38_41),0.000000
(677_675_39_42),4.000000
(677_675_41_44),7.993156
(679_133_30_31),4.000000
(679_133_33_34),0.000000
(679_680_30_32),3.994923
(679_680_31_33),3.412553
(679_680_35_37),4.000000
(679_680_38_40),2.935079
(68_614_34_35),4.000000
(68_68_32_33),4.000000
(68_68_33_34),4.000000
(680_134_32_33),3.994923
(680_134_33_34),3.412553
(680_404_35_37),3.994923
(680_404_37_39),4.000000
(680_404_38_40),2.703082
(680_404_40_42),3.089204
(680_611_36_39),0.000000
(680_611_39_42),3.994923
(680_611_41_44),3.999963
(680_680_35_36),0.000000
(681_135_32_33),2.935079
(681_135_33_34),1.064921
(681_487_24_26),7.999853
(681_487_25_27),2.841856
(681_487_29_31),1.294558
(681_487_35_37),1.064921
(681_679_30_33),0.000000
(681_679_35_38),2.935079
(682_136_31_32),2.703082
(682_136_33_34),1.294558
(682_488_35_36),3.997640
(682_488_38_39),3.999963
(687_141_31_32),4.000000
(687_141_33_34),3.658054
(687_677_35_38),0.000000
(687_677_36_39),4.000000
(687_677_38_41),4.000000
(687_687_35_36),4.000000
(689_143_33_34),4.000000
(689_687_30_33),0.000000
(689_687_35_38),4.000000
(69_615_34_35),4.000000
(69_69_33_34),2.645997
(691_692_25_28),6.551085
(691_692_30_33),4.002858
(692_146_33_34),3.999963
(692_407_28_30),6.551085
(692_682_35_38),3.999963
(693_694_24_27),4.000000
(693_694_27_30),8.000000
(694_408_27_29),4.000000
(694_408_30_32),8.000000
(71_617_34_35),3.999524
(71_71_31_32),3.999524
(71_71_32_33),3.999524
(71_71_33_34),3.999524
(710_164_32_33),3.999814
(710_584_35_40),3.999814
(712_166_32_33),4.000000
(712_584_36_41),4.000000
(712_710_29_32),3.999814
(712_712_35_36),4.000000
(716_170_33_34),3.999985
(716_393_35_36),3.999985
(73_619_34_35),4.000000
(73_73_33_34),4.000000
(76_622_34_35),4.000000
(76_76_33_34),4.000000
(768_222_32_33),3.999473
(768_222_33_34),0.000000
(768_768_35_36),3.999473
(768_770_28_32),4.000000
(768_772_35_39),0.000000
(768_772_36_40),3.999473
(768_772_38_42),4.000000
(769_223_31_32),4.000000
(769_769_35_36),4.000000
(769_769_36_37),4.000000
(769_770_37_40),4.000000
(769_770_40_43),4.000000
(769_770_42_45),4.000000
(769_770_48_51),0.000000
(77_623_34_35),4.000000
(77_77_32_33),8.000000
(77_77_33_34),8.000000
(770_224_32_33),4.000000
(770_772_35_38),4.000000
(770_772_40_43),4.000000
(770_772_43_46),4.000000
(770_772_45_48),4.000000
(770_772_51_54),0.000000
(771_225_27_28),4.000000
(771_225_33_34),0.000000
(771_585_36_39),4.000000
(771_769_28_31),4.000000
(771_771_35_36),4.000000
(771_772_35_38),0.000000
(771_772_38_41),3.999624
(771_772_41_44),1.401502
(771_772_42_45),2.598498
(771_772_44_47),0.951686
(771_772_46_49),3.046827
(771_772_47_50),4.000000
(771_772_48_51),4.000000
(771_772_49_52),2.243629
(771_772_50_53),4.000000
(771_772_51_54),3.999908
(771_772_52_55),3.173453
(772_226_25_26),4.000000
(772_226_32_33),0.000000
(772_226_33_34),0.000000
(772_586_35_38),0.000000
(772_586_36_39),0.000000
(772_586_37_40),4.000000
(772_586_38_41),4.000000
(772_586_39_42),0.000000
(772_586_40_43),3.999473
(772_586_41_44),7.999624
(772_586_42_45),4.000000
(772_586_43_46),4.000000
(772_586_44_47),1.401502
(772_586_45_48),2.598498
(772_586_46_49),4.000000
(772_586_47_50),0.951686
(772_586_48_51),4.000000
(772_586_49_52),3.046827
(772_586_50_53),4.000000
(772_586_51_54),4.000000
(772_586_52_55),2.243629
(772_586_53_56),4.000000
(772_586_54_57),3.999908
(772_586_55_58),3.173453
(772_772_35_36),4.000000
(772_772_36_37),4.000000
(772_772_38_39),0.000000
(773_227_33_34),4.000000
(773_773_35_36),4.000000
(773_774_36_39),4.000000
(773_774_42_45),0.000000
(774_228_31_32),4.000000
(774_769_37_40),4.000000
(774_769_39_42),4.000000
(774_769_45_48),0.000000
(774_774_35_36),4.000000
(774_774_36_37),4.000000
(775_229_31_32),1.401502
(775_229_33_34),2.598498
(775_773_30_33),4.000000
(775_775_35_36),2.598498
(775_776_35_38),1.401502
(775_776_36_39),2.598498
(775_776_38_41),0.951686
(775_776_40_43),3.046827
(775_776_41_44),4.000000
(775_776_42_45),4.000000
(775_776_43_46),2.243629
(775_776_44_47),4.000000
(775_776_45_48),3.999908
(775_776_46_49),3.173453
(776_230_30_31),3.999624
(776_771_35_38),3.999624
(776_771_38_41),1.401502
(776_771_39_42),2.598498
(776_771_41_44),0.951686
(776_771_43_46),3.046827
(776_771_44_47),4.000000
(776_771_45_48),4.000000
(776_771_46_49),2.243629
(776_771_47_50),4.000000
(776_771_48_51),3.999908
(776_771_49_52),3.173453
(776_774_28_31),4.000000
(777_231_29_30),4.000000
(777_424_38_41),0.000000
(777_779_35_38),4.000000
(778_232_31_32),4.000000
(778_232_33_34),0.000000
(778_777_26_29),4.000000
(778_777_35_38),0.000000
(778_778_35_36),4.000000
(778_779_28_31),0.951686
(778_779_30_33),3.046827
(778_779_36_39),4.000000
(779_233_31_32),0.951686
(779_233_33_34),3.046827
(779_425_35_37),0.951686
(779_425_37_39),3.046827
(779_425_38_40),4.000000
(779_425_39_41),4.000000
(779_779_35_36),3.046827
(779_779_36_37),3.046827
(79_625_34_35),4.000000
(8_554_34_35),4.000000
(808_262_33_34),4.000000
(808_768_35_38),4.000000
(9_555_34_35),4.000000
(9_9_28_29),4.000000
(9_9_30_31),4.000000
(9_9_31_32),4.000000
(9_9_32_33),7.544457
(9_9_33_34),7.544457
(10_10_36_37),6.469584
(10_10_37_38),6.469584
(10_556_38_39),3.999531
(1020_566_21_22),0.777036
(1059_605_40_41),0.000000
(1061_607_40_41),4.000000
(1065_611_40_41),2.723042
(1129_675_40_41),1.158144
(1132_678_40_41),2.551085
(1133_679_40_41),0.722978
(1135_681_40_41),0.000000
(125_125_28_29),3.999949
(125_125_29_30),3.999949
(125_125_30_31),3.999949
(125_125_31_32),3.999949
(125_125_32_33),3.999949
(125_125_33_34),3.999949
(125_125_34_35),3.999949
(125_125_35_36),3.999949
(125_125_36_37),3.999949
(125_125_37_38),3.999949
(125_671_38_39),3.999949
(127_673_38_39),4.000000
(129_129_34_35),2.841856
(129_129_35_36),2.841856
(129_129_36_37),2.841856
(129_129_37_38),2.841856
(129_675_38_39),4.000000
(130_130_34_35),3.999566
(130_130_35_36),3.999566
(130_130_36_37),3.999566
(130_130_37_38),3.999566
(130_676_38_39),3.999566
(131_131_34_35),0.000000
(131_131_35_36),0.000000
(131_131_36_37),3.993156
(131_131_37_38),3.993156
(131_677_38_39),3.993156
(132_132_37_38),1.445601
(132_678_38_39),3.996686
(133_133_36_37),0.000000
(133_133_37_38),0.722978
(133_679_38_39),4.000000
(134_134_34_35),7.412553
(134_134_35_36),7.412553
(134_134_36_37),7.412553
(134_134_37_38),7.566677
(134_680_38_39),4.000000
(135_135_36_37),4.000000
(135_135_37_38),4.432282
(135_681_38_39),4.000000
(136_136_37_38),2.595896
(136_682_38_39),4.000000
(139_685_38_39),3.999107
(141_141_34_35),3.658054
(141_141_35_36),3.658054
(141_141_36_37),3.658054
(141_141_37_38),3.658054
(141_687_38_39),4.000000
(142_142_37_38),4.000000
(142_688_38_39),4.000000
(143_143_31_32),4.000000
(143_143_32_33),4.000000
(143_143_33_34),4.000000
(143_143_34_35),4.000000
(143_143_35_36),4.000000
(143_143_36_37),4.000000
(143_143_37_38),4.000000
(143_689_38_39),4.000000
(144_144_37_38),4.000000
(144_690_38_39),4.000000
(145_145_37_38),4.594826
(145_691_38_39),3.999648
(146_146_36_37),4.000000
(146_146_37_38),4.000000
(146_692_38_39),4.000000
(147_147_37_38),0.000000
(147_693_38_39),4.000000
(148_148_37_38),0.002895
(148_694_38_39),4.000000
(153_153_35_36),3.999738
(153_153_36_37),3.999738
(153_153_37_38),3.999738
(153_699_38_39),3.999738
(154_700_38_39),3.996963
(155_701_38_39),4.000000
(157_703_38_39),3.999174
(158_158_33_34),7.999622
(158_158_34_35),7.999622
(158_158_35_36),7.999622
(158_158_36_37),7.999622
(158_158_37_38),7.999622
(158_704_38_39),3.999622
(225_771_38_39),4.000000
(226_226_37_38),4.000000
(226_772_38_39),4.000000
(230_230_36_37),3.999969
(230_230_37_38),3.999969
(230_776_38_39),3.999969
(38_584_38_39),4.000000
(39_39_34_35),2.980117
(39_39_35_36),2.980117
(39_39_36_37),2.980117
(39_39_37_38),2.980117
(39_585_38_39),3.999969
(394_394_23_24),2.837007
(394_601_24_25),2.837007
(395_600_27_28),0.000000
(395_600_44_45),4.000000
(397_398_42_44),4.000000
(397_588_29_32),4.000000
(397_588_34_37),0.000000
(397_604_25_26),0.000000
(397_604_40_41),2.225124
(397_604_43_44),0.000000
(397_604_46_47),0.000000
(397_604_50_51),4.000000
(398_397_32_34),0.000000
(398_398_28_29),0.000000
(398_399_41_42),0.643425
(398_403_23_26),1.445601
(398_403_24_27),0.000000
(398_403_29_32),0.000000
(398_403_31_34),0.000000
(398_403_44_47),4.000000
(398_403_45_48),1.019853
(398_403_46_49),0.000000
(398_403_47_50),4.000000
(398_403_48_51),4.000000
(398_403_49_52),2.447336
(398_403_50_53),1.552549
(398_403_51_54),1.012754
(398_403_52_55),4.000000
(399_398_22_23),1.445601
(399_398_23_24),0.000000
(399_398_30_31),0.000000
(399_398_50_51),1.012754
(399_399_49_50),2.987246
(399_604_26_28),0.000000
(399_604_29_31),1.021603
(399_604_31_33),0.000000
(399_604_32_34),0.000000
(399_604_33_35),2.225124
(399_604_34_36),0.000000
(399_604_35_37),0.000000
(399_604_36_38),0.000000
(399_604_41_43),2.020685
(399_604_42_44),0.643425
(399_604_43_45),2.484691
(399_604_44_46),1.515309
(399_604_46_48),3.999622
(399_604_48_50),0.000000
(399_604_50_52),2.987246
(399_604_51_53),3.901000
(399_604_52_54),0.873032
(399_604_53_55),7.124035
(40_40_34_35),4.000000
(40_40_35_36),4.000000
(40_40_36_37),4.000000
(40_40_37_38),4.000000
(40_586_38_39),4.000000
(400_398_30_32),0.000000
(400_398_43_45),1.019853
(400_398_44_46),0.000000
(400_398_45_47),4.000000
(400_398_47_49),2.447336
(400_398_48_50),1.552549
(400_398_50_52),4.000000
(401_400_27_30),0.000000
(401_400_40_43),1.019853
(401_400_41_44),0.000000
(401_400_42_45),4.000000
(401_400_44_47),2.447336
(401_400_45_48),1.552549
(401_400_47_50),4.000000
(403_403_28_29),0.750689
(403_403_41_42),0.000000
(403_606_25_26),0.000000
(403_606_27_28),0.000000
(403_606_28_29),0.000000
(403_606_30_31),0.000000
(403_606_31_32),4.000000
(403_606_32_33),0.000000
(403_606_33_34),1.158144
(403_606_34_35),2.978397
(403_606_35_36),0.000000
(403_606_36_37),0.000000
(403_606_37_38),0.000000
(403_606_40_41),2.978397
(403_606_42_43),0.750689
(403_606_43_44),2.723042
(403_606_44_45),3.412553
(403_606_45_46),1.335890
(403_606_46_47),1.137151
(403_606_47_48),4.000000
(403_606_48_49),1.019853
(403_606_49_50),4.000000
(403_606_50_51),5.126481
(403_606_51_52),6.858435
(403_606_52_53),5.915681
(403_606_53_54),9.549654
(403_606_54_55),8.996708
(403_606_55_56),8.008059
(403_606_56_57),9.819888
(403_606_57_58),9.522033
(403_611_29_31),0.750689
(404_403_34_37),0.000000
(404_403_43_46),0.000000
(404_403_45_48),0.000000
(404_403_46_49),4.000000
(404_403_47_50),0.000000
(404_403_48_51),2.759435
(404_403_49_52),0.594826
(404_403_50_53),3.997106
(404_403_51_54),3.991941
(404_403_52_55),0.008058
(404_403_53_56),3.343216
(404_403_54_57),7.999174
(404_675_35_37),0.000000
(404_675_41_43),0.433323
(404_675_42_44),0.154125
(404_675_44_46),1.404104
(404_675_45_47),0.722978
(404_675_46_48),2.862849
(404_675_47_49),3.277022
(404_675_48_50),4.000000
(404_675_49_51),1.240566
(404_675_50_52),4.000000
(404_675_51_53),2.627786
(404_675_52_54),0.655354
(404_675_53_55),3.999622
(405_404_33_34),0.000000
(405_404_34_35),0.000000
(405_404_41_42),0.000000
(405_404_44_45),0.000000
(405_404_45_46),4.000000
(405_404_46_47),0.000000
(405_404_47_48),2.759435
(405_404_48_49),1.240566
(405_404_49_50),3.997106
(405_404_50_51),3.991941
(405_404_51_52),0.008058
(405_404_52_53),3.999622
(405_404_53_54),7.999174
(406_405_41_43),1.404104
(406_405_47_49),3.997106
(406_405_50_52),3.999622
(406_677_30_31),4.000000
(406_677_36_37),0.000000
(406_677_40_41),3.993156
(406_677_42_43),2.595896
(407_406_44_47),3.997106
(407_406_47_50),3.999622
(407_687_31_32),3.993156
(407_687_32_33),4.000000
(407_687_33_34),0.000000
(407_687_36_37),0.341946
(407_687_40_41),3.658054
(407_687_43_44),0.000000
(407_687_45_46),0.777036
(408_407_41_44),3.997106
(408_689_30_31),3.999107
(408_689_33_34),0.000000
(408_689_36_37),0.000000
(408_689_43_44),0.002895
(408_689_44_45),0.000000
(41_41_28_29),4.000000
(41_41_29_30),4.000000
(41_41_30_31),4.000000
(41_41_34_35),4.000000
(41_41_35_36),4.000000
(41_41_36_37),4.000000
(41_41_37_38),4.000000
(41_587_38_39),4.000000
(410_690_40_43),3.996963
(42_42_34_35),4.000000
(42_42_35_36),4.000000
(42_42_36_37),4.000000
(42_42_37_38),4.000000
(42_588_38_39),4.000000
(425_775_26_27),4.000000
(426_425_24_26),4.000000
(427_426_23_24),4.000000
(428_428_25_26),4.000000
(428_429_26_27),4.000000
(429_429_23_24),1.019853
(429_593_27_28),4.000000
(43_43_36_37),2.447336
(43_43_37_38),2.447336
(43_589_38_39),3.999885
(431_428_24_25),4.000000
(431_593_30_31),4.000000
(432_431_27_30),4.000000
(432_595_24_26),2.447336
(432_595_26_28),3.999622
(433_617_25_26),2.862849
(434_619_22_23),2.020685
(434_619_29_30),2.873519
(435_554_33_35),3.997067
(437_438_40_44),3.997067
(437_554_31_32),1.012754
(438_536_24_26),2.225124
(438_536_26_28),0.000000
(438_536_31_33),1.137151
(438_536_44_46),3.997067
(439_615_25_26),1.335890
(439_615_31_32),2.484691
(439_615_34_35),4.000000
(439_615_41_42),3.901000
(439_615_42_43),0.099000
(439_615_45_46),3.992012
(44_44_37_38),0.000000
(44_590_38_39),4.000000
(440_613_28_29),0.000000
(440_613_31_32),2.862849
(440_613_33_34),0.000000
(440_613_34_35),0.000000
(440_613_44_45),4.873033
(440_613_45_46),3.126967
(441_441_41_42),3.999865
(441_591_23_25),0.000000
(441_591_26_28),0.000000
(441_591_30_32),2.447336
(441_591_32_34),3.999622
(441_591_42_44),3.999865
(441_591_43_45),3.998937
(45_45_35_36),3.999622
(45_45_36_37),3.999622
(45_45_37_38),3.999622
(45_591_38_39),3.999622
(46_46_34_35),4.000000
(46_46_35_36),4.000000
(46_46_36_37),4.000000
(46_46_37_38),4.000000
(46_592_38_39),4.000000
(472_813_26_28),3.996963
(474_701_36_37),4.000000
(477_477_27_28),3.997106
(477_477_29_30),4.000000
(477_477_30_31),4.000000
(477_478_34_36),3.999174
(478_703_24_25),1.404104
(478_703_26_27),3.999738
(478_703_28_29),7.567340
(478_703_30_31),3.997106
(478_703_33_34),4.000000
(478_703_36_37),3.999174
(479_693_24_25),3.999107
(479_693_26_27),4.000000
(479_693_30_31),0.000000
(479_693_35_36),0.000000
(48_48_35_36),4.000000
(48_48_36_37),4.000000
(48_48_37_38),4.000000
(48_594_38_39),4.000000
(480_481_29_30),4.000000
(480_486_34_36),0.777036
(481_691_30_32),4.000000
(481_691_41_43),4.000000
(483_481_34_35),2.627786
(483_481_40_41),4.000000
(484_480_31_33),0.594826
(484_480_32_34),4.369883
(485_484_28_31),0.594826
(485_484_29_32),0.777036
(485_626_31_33),3.343216
(485_626_32_34),0.655354
(486_691_25_26),3.993156
(486_691_26_27),4.000000
(486_691_27_28),0.000000
(486_691_29_30),0.722978
(486_691_30_31),0.341946
(486_691_31_32),4.000000
(486_691_33_34),4.000000
(486_691_36_37),0.777036
(486_691_41_42),3.343216
(487_488_30_32),0.000000
(487_488_41_43),0.000000
(487_488_42_44),4.000000
(487_488_43_45),0.000000
(487_488_44_46),2.759435
(487_488_45_47),1.240566
(487_488_47_49),3.991941
(487_488_48_50),0.008058
(487_488_50_52),4.000000
(487_682_26_28),4.000000
(487_682_32_34),0.000000
(487_682_35_37),0.000000
(488_405_32_33),0.000000
(488_405_33_34),0.000000
(488_405_40_41),0.000000
(488_405_43_44),0.000000
(488_405_44_45),4.000000
(488_405_45_46),0.000000
(488_405_46_47),2.759435
(488_405_47_48),1.240566
(488_405_49_50),3.991941
(488_405_50_51),0.008058
(488_405_52_53),7.999174
(488_488_43_44),4.000000
(488_488_46_47),2.627786
(488_680_44_46),4.000000
(488_680_47_49),2.627786
(488_680_49_51),3.343216
(489_485_26_28),0.594826
(489_485_27_29),0.777036
(489_485_30_32),0.655354
(49_595_38_39),3.998937
(492_561_30_32),5.522859
(493_492_29_30),5.522859
(496_553_30_31),3.992012
(50_50_37_38),0.000000
(50_596_38_39),3.999865
(504_477_28_29),5.375350
(505_504_23_26),3.997106
(505_504_25_28),8.000000
(505_504_30_33),3.999174
(505_505_22_23),3.997106
(506_505_28_30),3.999174
(536_537_25_28),0.000000
(536_537_26_29),2.225124
(536_537_28_31),0.000000
(536_537_33_36),1.137151
(536_537_41_44),0.000000
(536_537_44_47),3.901000
(536_537_46_49),3.997067
(537_399_22_26),4.000000
(537_399_28_32),0.000000
(537_399_29_33),2.225124
(537_399_31_35),0.000000
(537_399_44_48),0.000000
(537_399_47_51),3.901000
(537_399_49_53),3.997067
(537_610_36_37),5.137151
(537_610_40_41),1.137151
(538_699_33_34),3.999738
(539_694_29_30),2.595896
(539_694_30_31),1.404104
(539_694_40_41),0.002895
(539_694_41_42),3.999622
(54_54_28_29),4.000000
(54_54_29_30),4.000000
(54_54_30_31),4.000000
(54_54_34_35),4.000000
(54_54_35_36),4.000000
(54_54_36_37),4.000000
(54_54_37_38),4.000000
(54_600_38_39),4.000000
(548_618_24_26),2.873519
(55_55_34_35),4.000000
(55_55_35_36),4.000000
(55_55_36_37),4.000000
(55_55_37_38),4.000000
(55_601_38_39),4.000000
(550_553_22_24),0.000000
(551_551_22_23),3.998937
(553_552_24_26),3.999865
(553_552_25_27),2.987246
(553_552_31_33),3.992012
(554_554_28_29),4.000000
(554_614_33_36),3.901000
(554_622_25_29),0.000000
(554_622_33_37),2.873519
(554_625_29_31),4.000000
(554_8_35_36),3.997067
(555_555_40_41),4.000000
(555_622_25_28),0.000000
(555_622_41_44),4.000000
(555_622_43_46),1.522859
(555_9_33_34),4.000000
(556_10_35_36),2.476672
(556_10_37_38),1.522859
(556_496_29_30),3.992012
(556_556_39_40),1.522859
(556_624_21_25),0.154125
(557_624_22_26),0.000000
(557_630_22_24),4.000000
(557_630_24_26),4.000000
(558_557_26_28),2.759435
(56_56_37_38),1.162924
(56_602_38_39),3.999931
(560_553_21_23),4.000000
(560_553_23_25),2.987246
(560_553_28_30),3.126967
(561_558_24_26),2.759435
(561_560_22_24),0.000000
(561_560_32_34),1.522859
(562_492_22_23),8.000000
(562_492_25_26),4.000000
(562_493_22_23),3.126967
(566_631_21_24),0.594826
(566_631_22_25),0.777036
(566_631_24_27),4.000000
(57_57_34_35),3.999947
(57_57_35_36),3.999947
(57_57_36_37),3.999947
(57_57_37_38),3.999947
(57_603_38_39),3.999947
(571_632_24_27),7.343216
(571_634_21_25),4.000000
(572_571_23_26),0.008058
(573_572_21_24),4.000000
(574_532_21_23),2.476672
(578_643_21_23),3.999174
(58_58_36_37),2.225124
(58_58_37_38),2.225124
(58_604_38_39),4.000000
(584_38_37_38),4.000000
(584_395_23_27),0.000000
(584_395_40_44),4.000000
(584_584_22_23),0.983317
