agent_id,column_cost,served_pax_group,Path_node_sequence,path_time_sequence
1298,19,4272;,1072;618;552;553;560;14;560;560;558;491;559;566;1020;,21;22;25;27;29;30;31;32;34;36;37;39;40;
1299,27,4332;,1073;619;434;618;621;620;74;620;621;547;549;551;563;562;567;566;1020;,21;22;23;26;28;29;30;31;32;34;36;39;41;43;44;47;48;
1300,32,4330;,1074;620;621;618;72;72;72;72;72;618;618;552;553;560;561;494;563;562;567;567;567;566;1020;,21;22;23;25;26;27;28;29;30;31;32;35;37;39;41;42;44;46;47;48;49;52;53;
1301,33,4331;,1075;621;618;434;619;73;73;619;554;437;437;436;496;495;494;563;562;567;566;1020;,21;22;24;27;28;29;30;31;34;35;36;39;40;42;45;47;49;50;53;54;
1302,24,4339;,1076;622;623;627;81;81;627;484;629;628;631;566;1020;,21;22;25;28;29;30;31;33;35;38;41;44;45;
1303,18,4269;,1077;623;624;557;557;11;557;557;559;566;1020;,20;21;24;28;29;30;31;32;35;37;38;
1304,18,4340;,1078;624;624;626;485;628;82;628;628;631;566;1020;,21;22;23;26;28;29;30;31;32;35;38;39;
1305,25,4336;,1079;625;555;555;555;624;78;78;78;624;624;624;626;485;628;631;566;1020;,21;22;23;24;25;27;28;29;30;31;32;33;36;38;39;42;45;46;
1306,16,4343;,1080;626;485;485;489;631;85;631;490;631;566;1020;,21;22;24;25;27;29;30;31;32;33;36;37;
1307,23,4405;,1081;627;484;480;479;693;147;147;693;479;629;628;631;566;1020;,21;22;24;26;27;28;29;30;31;32;34;37;40;43;44;
1308,19,4344;,1083;629;629;628;632;86;632;636;631;566;1020;,21;22;23;26;29;30;31;34;36;39;40;
1309,11,4278;,1084;630;557;559;566;20;566;1020;,21;22;24;27;29;30;31;32;
1310,17,4283;,1086;632;632;571;25;25;25;25;571;501;500;566;1020;,21;22;23;26;27;28;29;30;31;32;35;37;38;
1311,22,4341;,1087;633;478;633;629;83;629;1083;629;628;631;566;1020;,21;22;24;26;29;30;31;32;33;36;39;42;43;
1312,18,4348;,1088;634;502;632;636;90;636;501;501;500;566;1020;,21;22;24;26;29;30;31;32;33;36;38;39;
1313,34,4418;,1089;635;705;706;160;160;706;706;706;475;476;477;503;502;501;500;500;566;1020;,21;22;25;28;29;30;31;32;33;36;38;41;42;45;48;51;52;54;55;
1314,28,4417;,1092;638;707;476;705;159;159;705;703;478;633;632;636;631;566;1020;,21;22;25;26;28;29;30;31;34;35;37;40;43;45;48;49;
1315,29,4347;,1093;639;505;505;634;635;89;635;635;504;477;503;502;632;628;631;566;1020;,21;22;23;24;26;29;30;31;32;33;34;35;38;40;43;46;49;50;
1316,35,4351;,1094;640;640;640;640;640;639;93;639;639;505;634;571;570;500;499;498;498;499;567;566;1020;,21;22;23;24;25;26;29;30;31;32;33;35;39;43;44;47;48;49;50;52;55;56;
1317,31,4360;,1095;641;648;102;102;102;102;102;648;641;639;505;634;571;501;636;631;566;1020;,21;22;25;26;27;28;29;30;31;34;37;38;40;44;45;46;48;51;52;
1318,36,4358;,1096;642;642;641;646;100;646;646;646;644;637;571;501;501;636;631;559;562;567;566;1020;,21;22;23;26;29;30;31;32;33;36;39;41;42;43;44;46;49;52;53;56;57;
1319,20,4284;,1098;644;637;572;26;572;571;501;500;566;1020;,21;22;25;29;30;31;34;35;38;40;41;
1320,30,4353;,1099;645;646;646;641;95;641;641;639;505;505;634;502;501;636;631;566;1020;,21;22;25;26;29;30;31;32;35;36;37;39;41;44;45;47;50;51;
1321,21,4349;,1100;646;644;637;91;91;637;571;631;631;566;1020;,21;22;25;28;29;30;31;33;37;38;41;42;
1322,27,4289;,1101;647;524;578;577;31;577;530;529;531;532;569;499;498;499;499;499;500;566;1020;,21;22;23;26;29;30;31;32;34;35;36;37;38;39;40;41;42;45;47;48;
1323,38,4537;,1102;648;649;825;279;279;825;638;707;476;476;475;476;477;503;502;501;500;566;1020;,21;22;25;28;29;30;31;34;37;38;39;41;43;46;47;50;53;56;58;59;
1324,28,4352;,1103;649;649;642;640;94;640;640;635;634;571;501;500;566;1020;,21;22;23;26;29;30;31;32;35;38;42;43;46;48;49;
1325,35,4361;,1104;650;648;649;103;103;649;642;640;635;504;477;477;503;502;501;500;566;1020;,21;22;25;28;29;30;31;34;37;40;41;42;43;44;47;50;53;55;56;
1326,36,4539;,1105;651;827;281;281;281;281;281;827;825;638;707;476;477;503;502;501;500;566;1020;,21;22;25;26;27;28;29;30;31;34;37;40;41;44;45;48;51;54;56;57;
1327,32,4357;,1106;652;645;99;99;99;99;99;99;645;645;646;644;637;571;501;501;501;636;631;566;1020;,21;22;24;25;26;27;28;29;30;31;32;35;38;41;43;44;45;46;47;49;52;53;
1328,33,4360;,1107;653;653;653;653;653;648;102;648;648;641;639;505;505;634;571;631;566;1020;,21;22;23;24;25;26;29;30;31;32;35;38;39;40;42;46;50;53;54;
1329,37,4379;,1108;654;662;667;121;121;667;509;659;657;647;524;578;577;576;572;570;500;566;1020;,21;22;25;28;29;30;31;33;34;37;39;40;43;46;49;51;54;55;57;58;
1330,34,4364;,1109;655;451;452;652;106;106;106;652;525;524;578;643;576;637;571;501;636;631;566;1020;,21;22;23;25;27;28;29;30;31;32;35;38;40;42;45;47;48;49;51;54;55;
1331,33,5101;,1001;547;548;552;435;554;614;439;615;69;615;613;591;592;587;585;586;1040;,20;21;22;24;25;27;30;32;33;34;35;37;40;43;46;49;52;53;
1332,34,5098;,1002;548;552;619;617;612;66;66;66;612;440;613;591;592;587;585;586;1040;,20;21;23;26;28;31;32;33;34;35;37;38;41;44;47;50;53;54;
1333,36,5108;,1003;549;550;552;435;554;622;76;622;615;613;591;592;587;585;586;1040;,20;21;23;26;27;29;33;34;35;38;40;43;46;49;52;55;56;
1334,35,5081;,1004;550;552;619;617;595;49;49;595;596;441;441;591;592;587;585;586;1040;,20;21;24;27;29;32;33;34;35;38;39;40;42;45;48;51;54;55;
1335,37,5100;,1005;551;550;552;435;554;614;68;614;614;439;615;613;591;592;587;585;586;1040;,20;21;24;27;28;30;33;34;35;36;38;39;41;44;47;50;53;56;57;
1336,30,5096;,1006;552;435;554;614;439;615;610;64;610;537;399;398;397;588;586;1040;,20;21;22;24;27;29;30;33;34;35;36;40;41;43;46;49;50;
1337,38,5103;,1007;553;496;553;552;619;617;71;71;71;71;617;617;612;440;613;591;592;587;585;586;1040;,20;21;22;23;25;28;30;31;32;33;34;35;36;39;41;42;45;48;51;54;57;58;
1338,28,5077;,1008;554;614;439;615;613;591;45;45;591;592;587;585;586;1040;,20;21;24;26;27;29;32;33;34;35;38;41;44;47;48;
1339,29,5094;,1009;555;555;622;615;613;608;62;608;608;592;587;585;586;1040;,20;21;22;25;28;30;33;34;35;36;39;42;45;48;49;
1340,31,5099;,1010;556;555;622;615;613;67;67;613;591;592;587;585;586;1040;,20;21;24;27;30;32;33;34;35;38;41;44;47;50;51;
1341,39,5041;,1011;557;556;555;9;9;9;9;9;9;9;555;622;615;613;591;592;587;585;586;1040;,20;21;24;27;28;29;30;31;32;33;34;35;38;41;43;46;49;52;55;58;59;
1342,36,5167;,1012;558;557;624;623;681;135;681;487;488;405;404;403;398;397;588;586;1040;,20;21;23;27;30;33;34;35;37;39;40;41;44;47;49;52;55;56;
1343,39,5109;,1013;559;557;624;623;77;77;77;623;681;487;488;405;404;403;398;397;588;586;1040;,20;21;24;28;31;32;33;34;35;38;40;42;43;44;47;50;52;55;58;59;
1344,37,5100;,1014;560;556;437;554;614;68;68;68;614;439;615;610;537;399;398;398;397;588;586;1040;,20;21;24;27;28;31;32;33;34;35;37;38;41;42;46;47;48;50;53;56;57;
1345,38,5108;,1015;561;560;556;555;622;76;76;622;622;615;610;537;399;398;398;397;588;586;1040;,20;21;23;26;29;32;33;34;35;36;39;42;43;47;48;49;51;54;57;58;
1346,39,5040;,1016;562;492;561;560;553;552;435;554;8;554;614;439;440;441;591;589;590;401;585;586;1040;,20;21;22;24;26;28;30;31;33;34;35;38;40;42;44;46;49;52;54;55;58;59;
1347,39,5105;,1017;563;551;550;552;619;73;73;619;617;612;440;613;608;592;587;588;586;1040;,20;21;23;26;29;32;33;34;35;37;40;42;43;46;49;52;55;58;59;
1348,39,5111;,1020;566;559;557;556;555;625;79;625;622;615;610;537;399;604;397;588;586;1040;,20;21;23;26;29;32;33;34;35;38;41;44;45;49;51;52;55;58;59;
1349,32,5082;,1037;583;540;438;439;440;441;596;50;50;50;596;441;441;591;592;587;585;586;1040;,20;21;22;24;26;28;30;31;32;33;34;35;36;37;39;42;45;48;51;52;
1350,16,5072;,1038;584;586;40;40;40;40;40;40;40;40;40;586;1040;,20;21;25;26;27;28;29;30;31;32;33;34;35;36;
1351,19,5071;,1039;585;39;39;39;39;39;39;39;39;39;39;39;39;39;585;586;1040;,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;38;39;
1352,20,5070;,1040;586;584;38;38;38;38;38;38;38;38;38;584;586;1040;,20;21;25;26;27;28;29;30;31;32;33;34;35;39;40;
1353,21,5074;,1041;587;588;42;42;42;42;42;42;42;42;42;42;588;588;588;586;1040;,20;21;24;25;26;27;28;29;30;31;32;33;34;35;36;37;40;41;
1354,17,5072;,1042;588;588;588;588;584;586;40;586;586;1040;,20;21;22;23;24;29;33;34;35;36;37;
1355,22,5073;,1043;589;590;401;585;587;41;41;41;41;587;585;586;1040;,20;21;24;26;27;30;31;32;33;34;35;38;41;42;
1356,23,5257;,1044;590;401;585;771;225;225;225;225;225;225;225;771;771;585;586;1040;,20;21;23;24;27;28;29;30;31;32;33;34;35;36;39;42;43;
1357,24,5076;,1045;591;589;590;44;44;44;44;44;44;44;590;590;590;401;585;586;1040;,20;21;24;27;28;29;30;31;32;33;34;35;36;37;39;40;43;44;
1358,19,5258;,1046;592;587;585;586;772;226;772;586;1040;,20;21;24;27;30;33;34;35;38;39;
1359,25,5078;,1047;593;594;589;590;592;46;592;587;585;586;1040;,20;21;24;27;30;33;34;35;38;41;44;45;
1360,26,5095;,1048;594;589;591;592;609;63;609;400;587;585;586;1040;,20;21;24;27;30;33;34;35;38;39;42;45;46;
1361,27,5075;,1049;595;596;441;591;589;43;43;43;43;589;589;589;590;401;585;586;1040;,20;21;24;25;27;30;31;32;33;34;35;36;37;40;42;43;46;47;
1362,23,5090;,1050;596;441;591;592;587;604;58;604;397;588;586;1040;,20;21;22;24;27;30;33;34;35;36;39;42;43;
1363,28,5261;,1051;597;431;428;427;426;425;775;229;229;229;775;776;771;772;586;1040;,20;21;23;24;27;28;30;31;32;33;34;35;38;41;44;47;48;
1364,30,5080;,1052;598;599;432;431;593;594;48;594;427;594;589;590;401;585;586;1040;,20;21;24;26;29;30;33;34;35;36;37;40;43;45;46;49;50;
1365,31,5265;,1053;599;597;778;779;233;233;233;779;425;775;776;771;772;586;1040;,20;21;24;28;31;32;33;34;35;37;38;41;44;47;50;51;
1366,24,5254;,1054;600;395;584;768;222;222;768;768;772;586;1040;,20;21;22;26;32;33;34;35;36;40;43;44;
1367,20,5074;,1055;601;394;394;584;588;42;588;588;586;1040;,20;21;22;23;28;33;34;35;36;39;40;
1368,25,5091;,1056;602;600;605;59;59;59;59;59;59;59;605;584;586;1040;,20;21;24;27;28;29;30;31;32;33;34;35;40;44;45;
1369,21,5070;,1057;603;601;394;394;394;394;584;38;584;584;586;1040;,20;21;24;25;26;27;28;33;34;35;36;40;41;
1370,26,5087;,1058;604;605;600;601;55;55;55;55;601;394;584;586;1040;,20;21;24;27;30;31;32;33;34;35;36;41;45;46;
1371,22,5073;,1059;605;604;587;585;587;41;587;588;586;1040;,20;21;24;27;30;33;34;35;38;41;42;
1372,27,5086;,1060;606;607;602;600;54;54;54;54;600;395;395;395;584;586;1040;,20;21;24;27;30;31;32;33;34;35;36;37;38;42;46;47;
1373,29,5202;,1061;607;602;603;601;716;170;716;393;394;584;586;1040;,20;21;24;27;30;33;34;35;36;39;44;48;49;
1374,20,5071;,1062;608;609;399;604;587;585;39;585;585;586;1040;,20;21;24;25;27;30;33;34;35;36;39;40;
1375,25,5262;,1063;609;592;590;776;230;230;230;230;776;771;772;586;1040;,20;21;24;27;30;31;32;33;34;35;38;41;44;45;
1376,26,5092;,1064;610;611;403;606;60;60;60;60;60;60;60;606;604;397;588;586;1040;,20;21;24;26;27;28;29;30;31;32;33;34;35;38;39;42;45;46;
1377,32,5088;,1065;611;403;606;607;602;56;56;56;56;602;600;395;395;394;584;586;1040;,20;21;23;24;27;30;31;32;33;34;35;38;39;40;42;47;51;52;
1378,33,5097;,1066;612;440;613;615;610;611;65;65;611;403;398;397;396;397;588;586;1040;,20;21;23;24;26;29;32;33;34;35;37;40;42;44;46;49;52;53;
1379,24,5090;,1067;613;608;609;399;604;58;58;58;58;604;604;397;588;586;1040;,20;21;24;27;28;30;31;32;33;34;35;36;37;40;43;44;
1380,34,5165;,1068;614;439;615;610;679;133;133;133;133;679;680;404;403;398;397;588;586;1040;,20;21;23;24;27;30;31;32;33;34;35;37;39;42;45;47;50;53;54;
1381,28,5093;,1069;615;610;611;403;606;607;61;607;605;584;586;1040;,20;21;24;27;29;30;33;34;35;38;43;47;48;
1382,35,5264;,1070;616;599;597;778;232;232;232;778;778;779;425;775;776;771;772;586;1040;,20;21;24;27;31;32;33;34;35;36;39;41;42;45;48;51;54;55;
1383,29,5094;,1071;617;612;440;613;608;62;62;62;62;608;609;399;604;397;588;586;1040;,20;21;24;26;27;30;31;32;33;34;35;38;39;41;42;45;48;49;
1384,31,5079;,1072;618;616;433;432;431;593;47;47;593;594;589;590;401;585;586;1040;,20;21;23;26;28;31;32;33;34;35;38;41;44;46;47;50;51;
1385,32,5096;,1073;619;619;614;439;615;610;64;64;64;610;611;403;398;397;588;586;1040;,20;21;22;25;27;28;31;32;33;34;35;38;40;43;45;48;51;52;
1386,38,5083;,1074;620;598;599;597;51;51;51;51;51;597;431;428;427;426;425;775;776;771;772;586;1040;,20;21;23;26;29;30;31;32;33;34;35;37;38;41;42;44;45;48;51;54;57;58;
1387,37,5085;,1075;621;620;598;599;53;53;53;53;53;53;53;599;432;431;593;594;589;590;401;585;586;1040;,20;21;22;24;27;28;29;30;31;32;33;34;35;37;40;41;44;47;50;52;53;56;57;
1388,27,5095;,1076;622;615;613;608;609;63;63;609;399;398;398;397;588;586;1040;,20;21;24;26;29;32;33;34;35;36;37;38;40;43;46;47;
1389,33,5161;,1077;623;681;487;488;405;404;675;129;129;675;606;403;398;397;588;586;586;586;1040;,20;21;24;26;28;29;30;32;33;34;35;38;39;42;44;47;50;51;52;53;
1390,35,5168;,1078;624;623;681;487;682;136;136;136;682;488;680;404;403;398;397;588;586;1040;,20;21;24;27;29;31;32;33;34;35;36;38;40;43;46;48;51;54;55;
1391,30,5097;,1079;625;622;615;610;611;65;611;611;609;400;587;585;586;1040;,20;21;24;27;30;33;34;35;36;39;42;43;46;49;50;
1392,34,5101;,1080;626;624;555;622;615;69;69;615;610;537;399;398;400;401;585;586;1040;,20;21;24;26;29;32;33;34;35;38;39;43;44;46;49;50;53;54;
1393,36,5166;,1081;627;486;691;681;679;680;134;134;680;404;680;611;609;400;401;585;586;1040;,20;21;23;24;27;30;32;33;34;35;37;39;42;45;48;51;52;55;56;
1394,38,5178;,1082;628;485;484;480;481;691;692;146;692;682;488;680;611;609;400;401;585;586;1040;,20;21;22;25;27;28;30;33;34;35;38;39;41;44;47;50;53;54;57;58;
1395,37,5173;,1083;629;479;693;694;408;689;687;141;687;677;675;606;604;587;588;586;1040;,20;21;23;24;27;29;30;33;34;35;38;41;44;47;50;53;56;57;
1396,38,5167;,1084;630;626;624;623;681;135;135;681;679;680;404;403;398;400;587;588;586;1040;,20;21;23;26;29;32;33;34;35;38;40;42;45;48;50;51;54;57;58;
1397,36,5108;,1085;631;490;557;556;555;622;76;622;615;613;608;592;587;588;586;1040;,20;21;22;24;27;30;33;34;35;38;40;43;46;49;52;55;56;
1398,38,5175;,1087;633;478;703;693;694;408;689;143;689;687;677;675;606;604;397;588;586;1040;,20;21;23;24;27;30;32;33;34;35;38;41;44;47;50;51;54;57;58;
1399,34,5083;,1001;547;621;620;598;599;597;51;597;597;431;593;594;589;590;401;585;586;1040;,21;22;24;25;27;30;33;34;35;36;38;39;42;45;48;50;51;54;55;
1400,33,5081;,1002;548;618;616;433;617;595;49;595;593;594;589;590;401;585;586;1040;,21;22;24;26;29;30;33;34;35;38;41;44;47;49;50;53;54;
1401,36,5103;,1003;549;549;550;552;619;617;71;617;612;440;613;608;592;587;585;586;1040;,21;22;23;25;28;31;33;34;35;38;40;41;44;47;50;53;56;57;
1402,38,5098;,1004;550;552;435;554;614;612;66;612;596;594;427;426;425;775;776;771;772;586;1040;,21;22;25;26;28;31;33;34;35;38;41;42;43;45;46;49;52;55;58;59;
1403,31,5099;,1006;552;435;554;614;439;615;613;67;613;608;609;400;401;585;586;1040;,21;22;23;25;28;30;31;33;34;35;38;41;44;47;48;51;52;
1404,33,5101;,1007;553;552;435;554;622;615;69;615;613;608;592;590;401;585;586;1040;,20;21;23;24;26;30;33;34;35;37;40;43;46;48;49;52;53;
1405,27,5077;,1008;554;614;612;440;613;591;45;591;589;590;401;585;586;1040;,21;22;25;27;29;30;33;34;35;38;41;43;44;47;48;
1406,34,5165;,1009;555;624;623;681;679;133;679;610;611;609;400;587;588;586;1040;,21;22;24;27;30;33;34;35;38;41;44;47;48;51;54;55;
1407,36,5082;,1010;556;437;554;614;612;596;50;596;594;427;426;425;775;776;771;772;586;1040;,20;21;24;25;28;30;33;34;35;38;39;40;42;43;46;49;52;55;56;
1408,37,5069;,1011;557;624;555;622;540;583;37;583;540;438;536;537;399;604;397;588;586;1040;,20;21;25;27;30;32;33;34;35;36;38;40;43;47;49;50;53;56;57;
1409,35,5100;,1014;560;556;437;554;614;68;68;614;612;440;441;591;589;590;401;585;586;1040;,21;22;25;28;29;32;33;34;35;37;39;41;43;46;49;51;52;55;56;
1410,28,5077;,1037;583;540;438;439;440;441;591;45;591;591;589;590;401;585;586;1040;,21;22;23;25;27;29;31;33;34;35;36;39;42;44;45;48;49;
1411,21,5256;,1038;584;768;770;224;224;770;772;586;1040;,21;22;28;32;33;34;35;38;41;42;
1412,15,5072;,1039;585;585;586;40;40;40;40;40;40;40;40;586;1040;,21;22;23;26;27;28;29;30;31;32;33;34;35;36;
1413,20,5258;,1040;586;772;226;226;226;226;226;226;226;226;226;772;772;772;586;1040;,21;22;25;26;27;28;29;30;31;32;33;34;35;36;37;40;41;
1414,22,5257;,1041;587;400;400;400;400;401;585;771;225;771;772;772;586;1040;,21;22;23;24;25;26;29;30;33;34;35;38;39;42;43;
1415,25,5294;,1042;588;584;808;262;808;768;772;586;1040;,21;22;27;33;34;35;38;42;45;46;
1416,17,5072;,1043;589;589;590;401;585;585;586;40;586;586;586;1040;,21;22;23;26;28;29;30;33;34;35;36;37;38;
1417,26,5255;,1044;590;401;585;771;769;223;223;223;769;769;769;770;772;586;1040;,21;22;24;25;28;31;32;33;34;35;36;37;40;43;46;47;
1418,18,5074;,1045;591;592;587;588;42;42;42;588;586;1040;,21;22;25;28;31;32;33;34;35;38;39;
1419,29,5260;,1046;592;590;776;774;228;228;228;774;774;774;769;770;772;586;1040;,21;22;25;28;31;32;33;34;35;36;37;40;43;46;49;50;
1420,21,5076;,1047;593;429;593;594;589;590;44;590;401;585;586;1040;,21;22;23;24;27;30;33;34;35;37;38;41;42;
1421,24,5075;,1048;594;594;589;590;590;589;43;589;590;401;585;586;1040;,21;22;23;26;29;30;33;34;35;38;40;41;44;45;
1422,30,5261;,1049;595;596;441;426;425;775;229;775;775;776;771;772;586;586;586;1040;,21;22;25;26;30;32;33;34;35;36;39;42;45;48;49;50;51;
1423,31,5259;,1050;596;441;426;425;775;773;227;773;773;774;769;770;772;586;1040;,21;22;23;27;29;30;33;34;35;36;39;42;45;48;51;52;
1424,33,5263;,1051;597;778;777;231;231;231;231;231;777;779;425;775;776;771;772;586;1040;,21;22;26;29;30;31;32;33;34;35;38;40;41;44;47;50;53;54;
1425,36,5079;,1052;598;599;599;432;595;593;47;593;429;428;427;426;425;775;776;771;772;586;1040;,21;22;25;26;28;30;33;34;35;36;37;40;41;43;44;47;50;53;56;57;
1426,32,5265;,1053;599;599;597;778;779;233;779;779;779;425;775;776;771;772;586;1040;,21;22;23;26;30;33;34;35;36;37;39;40;43;46;49;52;53;
1427,22,5254;,1054;600;395;584;768;222;768;772;586;1040;,21;22;23;27;33;34;35;39;42;43;
1428,24,5196;,1055;601;394;393;712;710;164;164;710;584;586;1040;,21;22;23;26;29;32;33;34;35;40;44;45;
1429,29,5089;,1056;602;603;57;57;57;57;57;57;57;57;57;603;601;394;394;584;586;1040;,21;22;25;26;27;28;29;30;31;32;33;34;35;38;39;40;45;49;50;
1430,25,5198;,1057;603;601;394;393;712;166;166;712;712;584;586;1040;,21;22;25;26;29;32;33;34;35;36;41;45;46;
1431,19,5258;,1058;604;397;588;586;772;226;226;772;772;586;1040;,21;22;23;26;29;32;33;34;35;36;39;40;
1432,20,5071;,1059;605;604;587;585;39;39;39;585;401;585;586;1040;,21;22;25;28;31;32;33;34;35;36;37;40;41;
1433,30,5162;,1060;606;607;676;130;130;130;130;130;130;676;607;605;584;586;1040;,21;22;25;28;29;30;31;32;33;34;35;38;41;46;50;51;
1434,27,5092;,1061;607;607;607;605;604;606;60;606;403;398;397;588;586;1040;,21;22;23;24;27;30;33;34;35;36;39;41;44;47;48;
1435,26,5091;,1062;608;609;399;398;397;604;605;59;605;605;605;584;586;1040;,21;22;25;26;27;29;30;33;34;35;36;37;42;46;47;
1436,23,5070;,1063;609;399;604;605;584;38;584;1038;584;584;584;586;1040;,21;22;23;25;28;33;34;35;36;37;38;39;43;44;
1437,18,5074;,1064;610;537;399;398;397;588;42;588;586;1040;,21;22;23;27;28;30;33;34;35;38;39;
1438,28,5093;,1065;611;403;606;607;61;61;61;61;61;61;607;607;605;584;586;1040;,21;22;24;25;28;29;30;31;32;33;34;35;36;39;44;48;49;
1439,24,5078;,1066;612;440;613;591;592;46;46;46;592;587;588;586;1040;,21;22;24;25;28;31;32;33;34;35;38;41;44;45;
1440,22,5073;,1067;613;591;592;587;41;41;41;587;587;585;586;1040;,21;22;25;28;31;32;33;34;35;36;39;42;43;
1441,32,5166;,1068;614;439;615;610;679;680;134;680;680;611;609;400;587;588;586;1040;,21;22;24;25;28;31;33;34;35;36;39;42;45;46;49;52;53;
1442,23,5076;,1069;615;613;608;592;590;44;590;590;401;585;585;586;1040;,21;22;24;27;30;33;34;35;36;38;39;40;43;44;
1443,37,5264;,1070;616;599;597;597;778;232;778;777;424;773;774;769;770;772;586;1040;,21;22;25;28;29;33;34;35;38;41;42;45;48;51;54;57;58;
1444,29,5094;,1071;617;612;440;613;608;62;62;62;608;1062;608;592;587;588;586;1040;,21;22;25;27;28;31;32;33;34;35;36;37;40;43;46;49;50;
1445,34,5099;,1072;618;434;619;617;612;440;613;67;613;613;608;608;609;400;587;588;586;1040;,20;21;24;25;27;30;32;33;34;35;36;39;40;43;46;47;50;53;54;
1446,31,5096;,1073;619;619;614;439;615;610;64;64;610;610;537;399;398;400;587;588;586;1040;,21;22;23;26;28;29;32;33;34;35;36;37;41;42;44;45;48;51;52;
1447,38,5085;,1074;620;616;599;597;599;53;599;599;432;431;593;594;589;590;401;401;585;586;1040;,21;22;24;27;30;33;34;35;36;38;41;42;45;48;51;53;54;55;58;59;
1448,25,5075;,1076;622;615;613;591;589;43;589;589;590;401;585;586;1040;,21;22;25;27;30;33;34;35;36;39;41;42;45;46;
1449,34,5161;,1077;623;681;487;488;405;404;675;129;675;675;606;604;605;584;586;1040;,21;22;25;27;29;30;31;33;34;35;36;39;42;45;50;54;55;
1450,37,5168;,1078;624;624;623;681;487;682;136;682;488;405;404;403;606;604;605;584;586;1040;,21;22;23;26;29;31;33;34;35;36;37;38;41;42;45;48;53;57;58;
1451,30,5099;,1079;625;555;622;615;613;67;67;67;613;608;592;587;588;586;1040;,21;22;23;26;29;31;32;33;34;35;38;41;44;47;50;51;
1452,35,5173;,1081;627;486;691;692;407;687;141;141;141;687;687;677;675;606;604;397;588;586;1040;,21;22;24;25;28;30;31;32;33;34;35;36;39;42;45;48;49;52;55;56;
1453,26,5933;,1001;547;548;552;435;554;614;439;615;610;64;64;610;611;403;606;1060;,20;21;22;24;25;27;30;32;33;36;37;38;39;42;44;45;46;
1454,29,5929;,1002;548;552;435;554;614;439;615;613;608;62;608;609;399;604;606;1060;,20;21;23;24;26;29;31;32;34;37;38;39;42;43;45;48;49;
1455,30,6075;,1003;549;550;553;496;556;624;623;681;135;681;487;488;405;404;403;606;1060;,20;21;23;25;26;27;31;34;37;38;39;41;43;44;45;48;49;50;
1456,31,5939;,1004;550;552;619;617;612;440;613;67;67;67;613;615;610;611;403;606;1060;,20;21;24;27;29;32;34;35;36;37;38;39;41;44;47;49;50;51;
1457,32,5957;,1005;551;550;552;435;554;622;76;76;76;76;622;615;610;611;403;606;1060;,20;21;24;27;28;30;34;35;36;37;38;39;42;45;48;50;51;52;
1458,23,5935;,1006;552;435;554;614;439;615;610;611;65;65;611;403;606;1060;,20;21;22;24;27;29;30;33;36;37;38;39;41;42;43;
1459,27,6077;,1007;553;496;556;624;623;681;487;682;136;682;488;405;404;403;606;1060;,20;21;22;23;27;30;33;35;37;38;39;40;41;42;45;46;47;
1460,20,5925;,1008;554;614;439;615;610;611;403;606;60;60;606;1060;,20;21;24;26;27;30;33;35;36;37;38;39;40;
1461,24,6063;,1009;555;624;623;681;487;488;405;404;675;129;675;675;606;1060;,20;21;23;26;29;31;33;34;35;37;38;39;40;43;44;
1462,28,6073;,1010;556;624;623;681;679;680;134;134;680;680;404;675;606;1060;,20;21;25;28;31;34;36;37;38;39;40;42;44;47;48;
1463,28,6071;,1011;557;557;624;623;681;679;133;133;133;679;680;404;403;606;1060;,20;21;22;26;29;32;35;36;37;38;39;41;43;46;47;48;
1464,33,5943;,1012;558;557;556;555;622;615;69;69;69;615;610;537;399;604;606;1060;,20;21;23;26;29;32;35;36;37;38;39;42;43;47;49;52;53;
1465,34,6097;,1013;559;557;630;626;627;486;691;692;146;692;692;692;407;687;677;675;606;1060;,20;21;24;26;28;31;33;34;37;38;39;40;41;43;44;47;50;53;54;
1466,35,5905;,1014;560;553;552;619;617;595;596;50;50;596;441;591;592;587;604;606;1060;,20;21;23;25;28;30;33;36;37;38;39;40;42;45;48;51;54;55;
1467,36,5937;,1015;561;560;553;552;619;617;612;66;66;66;612;440;613;608;609;399;399;604;606;1060;,20;21;23;25;27;30;32;35;36;37;38;39;41;42;45;48;49;50;52;55;56;
1468,37,5941;,1016;562;492;561;560;553;552;435;554;614;68;68;614;439;615;536;537;399;604;606;1060;,20;21;22;24;26;28;30;31;33;36;37;38;39;41;42;44;47;51;53;56;57;
1469,33,5959;,1017;563;494;561;558;557;624;623;77;77;77;623;681;487;488;405;404;403;606;1060;,20;21;23;24;26;28;32;35;36;37;38;39;42;44;46;47;48;51;52;53;
1470,38,5947;,1018;564;563;551;550;552;619;617;71;71;617;612;440;613;608;609;399;604;606;1060;,20;21;23;25;28;31;34;36;37;38;39;42;44;45;48;51;52;54;57;58;
1471,39,5821;,1019;565;564;563;551;550;552;435;554;8;8;8;554;437;438;536;537;399;604;606;1060;,20;21;22;24;26;29;32;33;35;36;37;38;39;40;44;46;49;53;55;58;59;
1472,34,6095;,1020;566;631;489;485;484;480;481;691;145;145;691;681;679;680;404;403;606;1060;,20;21;24;26;28;31;33;34;36;37;38;39;42;45;47;49;52;53;54;
1473,35,5823;,1021;567;562;492;561;560;556;555;9;9;9;9;9;555;622;615;610;611;403;606;1060;,20;21;22;23;25;27;30;33;34;35;36;37;38;39;42;45;48;51;53;54;55;
